weight_kg,stature_cm,neck_base_girth,chest_girth,waist_girth,hips_buttock_girth,shoulder_girth,thigh_girth,thigh_low_girth,calf_girth,ankle_girth,forearm_girth,wrist_girth,shoulder_length,sleeveoutseam_length,forearm_length,crotchheight_length,waistback_length,thigh_length,chest_depth_length,head_girth
83.3,188.0,43.0,107.9,90.1,103.1,124.7,63.1,39.5,41.4,22.5,32.2,18.0,15.2,67.7,29.0,93.8,44.5,48.1,25.8,58.3
52.3,167.3,36.3,84.0,69.8,83.5,106.1,48.1,32.4,30.5,19.2,27.8,15.7,12.8,59.2,26.8,82.7,37.2,41.7,19.9,55.4
73.1,173.4,41.5,93.4,84.6,97.9,116.8,56.0,37.1,37.9,21.9,28.8,17.4,15.3,55.9,25.7,78.6,40.8,40.6,21.7,56.4
74.5,171.8,40.6,96.7,81.2,96.6,115.1,58.0,39.9,37.2,22.8,30.4,17.4,13.8,59.3,25.5,80.8,41.6,41.4,23.3,56.9
84.0,167.5,42.7,105.0,97.4,99.8,121.1,61.9,41.3,40.9,23.5,30.5,18.0,15.5,54.5,24.8,74.6,42.5,38.2,25.5,54.9
88.7,177.8,45.2,99.6,88.4,104.5,121.8,67.3,41.2,40.0,22.2,33.5,17.8,15.3,63.3,29.3,86.3,39.7,43.3,24.8,58.2
97.7,182.8,41.2,107.3,93.1,108.3,125.9,66.7,43.1,40.4,23.0,35.2,18.6,16.9,63.5,29.6,90.4,41.3,44.9,26.4,59.4
72.9,175.6,39.8,91.7,86.2,100.5,111.4,61.6,40.7,36.7,22.7,29.8,17.1,15.2,58.1,26.7,82.1,43.0,42.7,23.3,56.9
65.7,168.5,39.0,91.5,77.3,94.0,113.2,52.6,35.3,35.6,21.8,29.5,17.4,17.3,55.7,25.5,77.2,43.8,39.1,22.5,58.2
85.1,173.0,41.0,104.5,98.1,104.0,125.4,61.5,38.1,38.8,23.6,30.4,17.7,16.1,61.5,28.6,83.0,38.2,41.3,25.0,55.8
66.3,167.2,41.0,94.4,79.9,92.3,117.2,52.6,37.0,34.9,21.2,29.7,16.4,15.9,59.4,25.3,81.0,40.4,41.4,21.8,57.4
75.4,174.9,40.4,100.3,79.5,95.2,118.4,58.0,37.7,36.0,21.4,30.2,17.7,14.8,62.2,28.2,89.3,40.2,43.3,25.2,59.5
66.0,162.7,39.9,89.2,77.8,92.8,112.8,55.6,37.1,38.8,23.2,30.7,17.2,14.5,54.4,24.5,75.9,38.7,38.6,21.2,56.3
100.8,178.1,42.2,110.7,102.4,111.2,126.3,67.8,44.4,42.9,25.7,34.3,19.5,14.5,61.8,29.0,84.9,39.6,42.4,27.3,58.7
54.8,166.7,36.5,84.9,67.9,85.2,107.0,48.2,33.2,32.4,20.0,27.4,15.6,14.2,58.0,26.7,79.1,40.7,40.3,20.7,54.1
88.8,176.2,43.2,102.3,94.1,103.0,122.2,65.6,43.5,40.1,23.0,33.4,18.9,14.6,61.5,28.6,82.7,40.6,43.6,24.8,58.2
101.6,181.4,44.4,114.3,103.9,104.5,125.9,65.6,43.1,41.0,24.1,33.8,18.9,15.2,60.0,26.2,84.7,44.9,43.8,28.4,60.4
86.9,174.2,41.6,104.9,89.8,107.4,120.8,60.5,42.6,41.0,22.4,31.7,17.9,15.2,57.6,26.9,81.8,39.9,41.4,25.5,61.7
63.3,176.5,38.2,87.0,71.8,89.2,108.5,52.4,36.4,34.0,19.5,29.0,16.0,14.8,63.5,27.3,86.9,38.5,44.7,20.7,55.3
81.5,189.2,41.7,98.5,87.8,97.1,123.5,56.5,39.3,37.9,22.7,31.8,18.2,15.5,65.0,27.7,93.9,42.5,47.4,22.5,58.1
85.6,182.3,39.4,105.2,90.1,106.1,122.3,64.1,41.8,39.2,23.2,30.2,16.9,15.2,62.7,28.9,89.3,41.8,45.3,27.3,55.9
80.1,172.3,40.8,100.9,86.2,102.0,118.4,63.6,39.9,40.1,22.5,31.2,17.7,14.0,57.9,26.3,82.2,42.7,40.6,25.4,57.1
71.1,174.8,40.9,95.8,77.4,92.7,116.5,56.3,36.5,35.8,20.0,30.2,16.4,16.3,59.5,27.2,86.9,39.2,44.9,23.1,56.7
57.7,169.6,37.9,86.5,67.5,86.8,106.9,51.7,34.2,32.1,19.0,29.4,16.3,13.5,57.0,27.0,82.7,36.9,43.6,20.2,55.6
88.0,172.4,42.3,111.6,102.1,102.0,121.7,63.4,41.7,37.8,23.2,31.6,18.0,12.9,57.0,25.2,78.4,39.3,39.1,26.5,57.7
54.2,171.5,35.9,90.0,69.7,82.1,105.3,46.5,31.0,32.6,19.5,27.5,15.7,13.0,58.5,28.5,86.4,36.2,44.4,21.1,52.9
72.4,180.7,41.5,92.5,76.6,95.0,113.4,53.0,35.9,36.0,21.5,30.8,17.0,15.1,62.4,27.6,84.5,45.6,42.1,19.5,59.5
64.0,170.5,37.3,88.7,77.5,92.9,104.3,56.9,36.0,35.5,20.7,27.1,16.1,13.5,57.1,25.4,80.8,39.5,41.1,21.9,54.8
76.2,177.1,39.6,101.5,89.5,99.3,110.1,55.4,39.0,38.1,21.6,30.2,17.4,13.1,60.6,27.0,83.8,43.3,43.2,27.5,56.9
80.3,172.5,41.2,94.1,91.1,100.7,122.3,62.9,40.3,40.6,22.1,31.8,17.5,16.4,62.9,28.6,80.5,41.3,42.4,22.6,54.5
85.6,181.3,42.8,96.6,92.3,102.9,115.5,67.0,41.0,38.7,22.2,31.0,17.6,13.5,62.1,27.8,87.1,40.0,45.2,23.1,57.5
60.8,165.6,38.6,88.7,72.0,89.6,111.2,56.2,35.9,33.7,20.8,28.2,16.8,15.0,55.5,26.1,79.4,40.0,41.4,21.6,55.4
69.2,161.4,42.1,95.3,83.5,96.5,111.8,58.2,39.6,36.5,22.3,29.1,17.6,14.4,55.4,25.1,72.8,38.6,38.8,22.8,55.3
80.0,181.7,39.2,96.5,80.6,102.7,116.0,60.5,40.4,39.5,23.2,28.7,17.3,15.4,59.2,27.4,87.3,44.4,45.9,22.7,56.7
90.8,185.7,41.0,97.4,88.5,103.8,123.2,67.3,41.3,41.5,22.8,33.0,17.5,15.8,65.6,29.3,93.5,40.6,47.3,25.8,58.4
63.2,174.2,37.1,95.3,77.7,87.0,113.7,51.7,35.4,36.1,20.5,28.4,16.3,14.3,59.6,26.3,85.9,39.4,43.9,22.1,54.5
73.0,172.3,40.8,95.7,80.7,94.7,117.9,55.7,37.6,37.7,21.9,31.5,17.4,15.5,59.2,26.5,81.4,42.5,41.3,22.3,56.1
80.8,168.7,41.7,97.3,87.9,104.1,121.2,63.0,40.4,38.2,23.0,31.5,17.2,13.5,59.3,27.3,80.5,38.1,42.8,24.2,56.1
71.3,179.2,41.2,95.8,78.8,93.8,114.4,56.8,38.5,35.0,21.4,30.4,16.8,14.7,62.0,28.1,88.8,41.5,46.9,20.7,55.2
74.1,179.9,40.0,97.0,87.5,95.7,117.5,54.9,37.7,35.2,22.1,28.9,16.9,14.1,63.3,29.0,87.2,40.4,46.1,23.9,55.8
82.4,165.7,42.1,106.6,94.5,102.1,124.1,63.0,39.4,39.0,22.7,31.6,17.7,15.7,57.7,26.3,77.0,39.6,38.7,25.0,55.9
81.6,171.8,40.1,101.3,83.4,100.2,124.0,62.1,41.0,39.1,22.9,33.0,18.2,17.0,62.2,27.8,83.2,42.0,43.0,26.0,56.1
96.5,183.8,43.5,109.5,98.3,104.5,117.9,64.5,42.0,40.3,22.8,30.8,19.0,14.3,59.0,27.5,85.0,46.1,43.0,27.5,57.9
69.2,176.4,39.7,88.3,80.3,95.5,106.6,56.0,38.1,36.6,22.1,28.9,17.1,13.8,57.6,25.6,81.9,42.1,42.9,20.7,54.6
70.9,172.6,39.8,96.6,81.9,92.2,113.5,54.3,36.1,38.5,22.1,30.8,18.3,14.5,58.7,25.7,83.1,43.1,42.5,21.9,56.7
85.3,184.5,41.0,96.5,83.1,102.1,118.8,64.0,40.5,40.8,23.4,30.2,17.8,16.9,67.5,31.8,93.0,42.5,45.9,22.4,56.5
90.9,170.4,43.7,106.9,94.9,108.8,121.0,67.2,42.5,40.9,24.0,31.8,17.7,14.6,59.3,26.5,79.0,42.0,41.8,27.3,57.4
74.7,169.8,40.0,101.0,87.1,98.2,115.3,60.0,40.1,38.0,20.9,28.7,16.7,14.6,58.4,25.7,80.1,39.9,42.3,25.4,57.4
68.7,176.3,38.5,91.0,75.2,91.6,110.9,52.0,37.3,36.9,22.5,31.2,18.1,15.1,60.1,27.0,81.6,43.1,42.2,21.4,57.3
73.9,171.5,39.7,98.6,89.8,98.2,114.3,60.5,38.0,36.8,21.1,29.4,16.3,16.5,56.0,25.7,79.2,41.5,42.5,25.3,55.0
99.4,179.3,43.7,114.7,96.1,103.8,129.5,64.0,44.4,42.1,24.3,35.0,20.4,17.0,63.8,27.3,82.7,44.9,41.7,27.0,58.6
93.4,169.7,45.9,106.5,99.4,106.6,127.1,67.3,41.8,41.8,23.2,35.4,17.5,13.5,57.2,27.0,82.2,37.2,42.2,27.2,56.5
81.9,181.8,41.7,101.6,83.3,102.4,120.0,60.3,38.6,36.0,22.2,31.9,18.0,12.9,65.0,29.3,89.8,40.2,45.4,23.5,58.0
85.3,179.3,43.0,106.5,85.7,98.2,121.3,61.1,43.2,39.1,22.3,32.7,18.5,14.3,58.3,26.2,84.5,43.6,43.0,26.2,56.7
89.0,170.8,44.1,109.1,98.8,105.5,127.7,63.5,39.7,37.1,20.7,32.3,17.0,16.2,59.5,29.5,80.1,39.8,42.2,27.2,56.7
76.4,170.7,38.6,100.0,89.8,99.6,112.8,61.4,42.0,36.1,20.4,31.0,17.2,13.7,58.5,26.8,81.2,38.0,41.0,24.8,54.8
79.9,182.7,40.2,95.5,77.8,102.2,112.7,62.8,39.9,38.8,21.6,31.0,17.4,13.7,64.2,29.1,89.2,42.9,47.7,24.0,55.6
79.1,165.8,41.2,101.8,91.4,103.2,116.5,63.4,41.5,41.0,23.2,30.5,17.0,14.2,56.1,26.8,80.2,39.4,41.7,25.5,56.9
65.4,167.1,41.9,100.6,77.3,98.9,121.4,59.6,38.3,36.9,20.8,31.2,17.4,16.1,59.6,27.0,82.4,39.0,42.3,24.7,55.6
117.0,179.3,45.3,119.9,113.7,122.0,132.3,75.4,47.1,42.7,24.5,35.0,19.0,16.0,62.7,30.2,84.8,40.0,44.3,31.3,58.5
68.1,175.7,38.8,93.1,81.2,92.5,108.6,56.7,37.4,36.0,20.6,30.7,17.6,14.0,60.6,29.0,83.7,43.9,42.0,21.8,54.2
70.5,164.4,39.4,97.1,86.1,97.2,108.9,56.6,40.6,39.3,22.6,29.9,16.8,13.1,56.4,25.6,76.8,39.6,39.7,25.2,54.8
78.0,174.1,40.4,93.9,81.3,99.4,114.9,60.8,41.1,38.8,22.9,31.3,18.2,15.1,58.9,27.7,82.1,41.1,43.4,22.2,55.3
61.7,170.3,38.8,90.4,77.8,91.6,106.2,50.6,35.8,32.6,20.9,28.3,17.4,13.5,59.1,26.7,80.2,42.5,41.7,20.7,54.7
68.3,177.2,39.8,92.2,73.8,93.0,111.6,55.8,37.4,35.1,21.0,29.5,17.3,14.9,65.2,30.3,88.9,38.0,45.3,22.1,56.9
86.6,176.2,40.6,100.6,93.2,102.5,119.7,63.3,40.2,41.3,23.8,30.8,19.0,15.8,60.5,27.2,80.1,42.6,39.0,24.1,58.0
63.2,169.0,39.5,90.8,76.4,89.3,103.7,56.0,36.2,34.6,21.1,28.5,16.7,13.7,57.0,25.0,79.0,39.8,40.4,23.2,56.6
85.4,181.4,42.2,100.4,91.5,103.8,119.1,65.5,43.0,42.7,23.9,30.6,17.4,13.7,64.8,28.7,87.8,42.1,44.2,23.3,54.9
65.2,168.9,40.3,91.6,78.1,92.4,111.9,53.6,35.3,34.2,21.0,28.2,16.2,14.2,56.6,26.4,81.7,39.4,42.7,20.5,55.4
65.4,181.5,39.4,86.4,77.0,90.9,108.3,51.5,36.0,34.0,20.3,26.8,16.5,15.1,60.7,27.9,87.0,42.7,44.5,21.4,55.9
86.3,176.2,40.5,100.8,89.9,102.6,118.8,66.4,41.4,42.4,23.6,31.2,17.0,14.4,59.7,26.5,81.3,42.8,42.5,25.8,57.5
82.6,168.5,43.9,99.9,90.9,102.4,118.3,64.2,39.7,39.9,22.1,33.3,16.8,13.2,58.4,26.7,79.6,36.1,39.7,24.4,58.3
85.0,175.5,43.4,103.5,93.6,106.5,121.7,63.6,42.0,36.4,22.0,30.0,17.7,16.1,59.9,26.3,81.6,41.0,42.0,26.1,59.8
98.0,192.0,46.2,109.2,104.5,102.8,120.0,60.4,41.7,37.6,21.5,31.3,18.3,12.4,66.0,27.5,89.2,47.6,46.1,25.7,60.5
79.2,184.8,41.5,95.9,85.7,98.6,114.5,59.9,40.0,40.3,22.6,29.5,17.3,14.0,62.3,28.0,91.5,40.0,47.6,25.2,56.5
88.2,179.3,38.8,104.5,100.9,109.7,114.9,67.1,39.6,39.2,23.1,29.5,17.3,14.5,64.7,28.5,87.4,41.9,45.2,27.0,55.1
75.5,171.2,40.6,104.3,87.8,96.0,118.4,58.9,38.0,36.9,21.1,30.4,16.5,14.2,54.3,26.0,77.8,40.4,40.7,24.8,55.1
63.4,176.5,41.6,93.0,74.9,87.7,116.3,49.1,34.4,35.5,20.8,28.4,16.2,16.3,60.8,27.3,86.0,42.6,44.1,21.6,55.9
82.8,180.2,41.0,104.7,92.8,102.2,117.2,60.7,36.0,36.6,20.8,29.8,16.8,14.3,62.8,28.0,88.5,43.5,44.7,24.6,56.4
83.5,173.7,40.8,107.8,90.0,102.7,120.0,62.3,41.0,42.4,24.5,31.0,17.5,16.5,59.0,27.0,81.4,40.8,42.5,27.4,57.4
74.2,173.3,41.0,96.1,80.0,94.9,114.4,58.0,40.5,37.1,23.3,30.1,17.2,13.9,59.0,26.1,82.3,41.4,40.7,22.8,57.1
68.6,177.8,39.2,97.7,76.9,91.3,113.1,53.1,35.9,36.4,21.1,29.5,16.8,14.0,61.1,27.2,84.9,43.0,44.7,24.4,58.0
96.9,174.7,42.8,111.6,95.7,110.8,130.2,67.8,44.7,40.4,23.5,34.5,18.5,14.8,59.9,29.0,85.5,36.9,45.5,27.0,61.0
87.7,177.7,42.0,107.3,97.9,102.5,113.2,61.6,39.3,38.0,22.1,30.6,17.8,13.5,62.7,27.5,83.9,40.5,43.2,26.8,58.0
95.8,175.1,41.9,112.6,104.7,108.0,120.4,65.6,42.8,40.5,24.0,32.2,17.6,15.2,60.7,27.4,81.9,41.6,44.5,28.6,57.3
63.7,158.0,39.4,97.5,75.4,90.0,115.4,56.4,35.5,35.5,21.4,31.5,16.7,15.6,53.3,23.4,73.3,37.4,39.2,22.2,55.5
82.3,181.5,40.7,108.1,86.9,97.9,124.3,59.6,40.5,39.4,24.1,32.2,17.7,17.3,58.1,27.7,84.4,43.8,44.1,26.4,56.7
68.8,173.1,40.9,90.3,73.3,92.9,113.2,56.1,38.1,38.6,22.6,31.2,17.0,14.3,63.8,27.8,82.3,39.1,42.9,21.4,53.1
76.3,172.7,44.0,97.6,84.3,95.0,118.3,57.5,38.9,38.1,22.7,30.1,17.7,13.4,58.3,26.9,78.9,39.4,40.7,23.7,58.1
96.4,180.0,43.2,111.4,97.7,106.4,131.9,65.8,43.7,39.7,23.8,32.5,18.4,15.5,62.6,29.0,87.3,41.6,44.4,28.8,57.7
89.5,172.1,45.2,108.3,98.7,101.4,120.7,60.2,41.5,39.9,21.9,32.9,17.9,14.5,64.9,28.4,84.6,41.2,44.5,28.5,57.5
85.3,183.4,41.1,108.9,90.3,97.9,122.9,59.5,41.3,41.2,24.1,31.9,18.1,16.7,62.3,29.6,86.7,47.9,43.1,26.3,58.2
69.1,169.7,41.5,92.3,83.6,95.8,108.4,59.0,39.2,36.2,21.0,29.4,17.8,13.0,59.1,26.7,79.5,39.6,42.6,23.2,56.1
70.5,173.0,40.8,97.6,83.2,96.3,113.7,55.0,37.1,34.8,22.6,29.8,17.1,12.7,59.8,27.1,79.5,40.6,41.2,25.5,56.3
68.8,171.2,39.5,97.2,81.9,94.6,109.6,54.2,37.0,36.7,22.7,29.2,17.5,13.9,56.4,25.5,80.6,42.1,43.0,24.5,56.6
74.6,175.2,39.4,95.4,78.1,97.7,116.1,60.3,39.7,38.7,22.6,29.9,17.1,15.9,60.4,28.1,85.3,40.9,43.8,23.8,55.2
68.6,173.5,40.4,92.2,74.9,95.9,111.3,56.6,37.3,34.2,21.7,30.5,17.5,13.5,58.2,26.4,80.4,42.6,41.5,21.4,55.6
82.1,177.0,42.8,98.5,87.5,98.5,118.9,60.6,40.0,39.1,22.7,30.8,18.1,14.4,60.0,27.8,85.3,40.8,44.2,24.9,57.0
91.9,177.1,42.0,106.5,96.9,105.5,125.2,64.2,41.5,39.7,24.0,31.2,18.7,15.2,60.7,26.8,79.4,42.6,43.6,26.7,57.5
78.4,177.5,41.2,98.7,82.2,99.8,116.1,60.1,40.5,35.9,21.7,32.0,17.5,14.4,59.7,26.9,84.5,41.6,43.9,25.0,54.8
80.5,179.2,40.3,102.3,85.2,99.1,123.5,61.5,40.0,37.6,22.7,30.7,17.3,16.9,60.6,27.2,86.3,40.6,45.6,26.0,56.4
70.0,172.1,41.5,98.3,77.3,93.3,115.7,57.0,36.9,33.8,20.3,28.8,16.6,14.2,58.5,27.6,87.2,39.4,46.3,24.8,57.4
93.7,184.9,45.8,103.4,85.1,104.8,118.7,61.7,41.6,41.8,23.4,33.8,19.1,16.0,62.2,28.8,88.4,41.4,46.1,25.6,60.6
74.1,170.2,41.5,96.4,79.6,97.8,116.1,59.6,40.5,40.5,23.5,29.2,17.0,14.3,60.0,26.6,80.0,39.0,41.0,24.0,58.6
77.1,181.1,41.3,98.7,80.4,96.8,116.2,55.5,39.4,36.3,23.7,30.0,18.1,15.1,62.3,28.7,88.1,44.4,47.7,26.6,56.5
91.9,184.4,43.3,110.7,89.5,102.5,128.3,64.0,42.0,42.9,23.9,32.8,18.9,16.8,64.2,28.7,86.8,45.0,46.4,26.5,59.1
56.7,166.7,36.1,87.5,71.9,84.7,102.4,53.4,32.1,32.9,20.0,28.5,16.3,13.9,55.9,26.6,85.6,36.7,44.4,21.2,54.4
88.6,171.7,44.8,101.8,84.0,107.9,123.0,67.2,42.4,39.5,22.6,33.6,18.8,13.9,60.4,27.3,80.1,42.2,42.9,24.0,59.7
71.7,175.0,38.8,96.3,83.7,96.0,115.9,56.0,37.5,38.5,20.7,29.8,16.6,16.8,58.1,25.2,85.2,40.0,44.7,24.3,56.0
75.9,179.5,37.8,98.5,79.2,97.3,118.6,57.1,37.6,36.1,22.2,30.1,18.4,15.6,66.1,30.3,90.4,41.3,47.5,24.0,56.1
98.2,179.4,42.1,110.1,99.8,108.5,123.3,69.2,43.7,40.5,23.5,32.0,18.2,14.6,58.8,27.9,82.3,43.0,43.8,27.0,56.3
71.5,169.6,40.9,93.4,80.9,94.9,114.2,56.9,38.9,39.0,23.0,30.0,18.1,15.3,59.6,26.4,82.9,41.1,43.8,23.3,55.1
83.9,178.8,41.7,102.5,86.3,97.1,123.6,62.1,39.4,40.1,22.6,31.3,17.8,15.3,62.1,28.0,88.8,39.7,45.5,23.6,56.4
77.3,170.0,40.4,93.8,84.8,102.0,115.7,64.0,40.5,40.1,23.6,31.7,18.2,15.5,55.8,25.6,78.9,40.9,41.2,23.7,56.2
65.9,171.9,39.5,85.9,76.5,91.8,110.7,54.6,35.1,35.3,22.4,27.9,17.0,15.5,60.5,28.2,80.4,39.0,41.0,19.8,53.4
80.6,183.4,40.5,95.8,86.6,99.9,115.5,58.1,40.0,37.5,22.1,30.2,17.8,14.8,62.3,27.3,86.8,38.8,44.2,24.3,56.7
77.7,179.0,38.7,100.4,87.1,96.2,117.5,58.6,38.6,36.2,22.2,29.2,18.1,17.0,62.5,29.1,87.4,42.7,43.8,24.5,56.6
71.5,177.7,39.4,92.7,77.1,91.7,115.9,57.4,34.4,36.2,20.1,28.7,16.9,14.5,63.2,28.7,88.4,37.5,44.1,23.2,58.4
64.6,171.9,38.3,92.4,77.6,88.0,110.4,54.4,36.8,33.3,21.7,30.3,17.7,14.5,56.9,26.6,82.8,40.6,44.1,20.6,57.1
67.7,165.5,38.3,91.8,82.4,95.6,112.9,59.0,36.9,37.8,22.5,30.2,17.4,15.0,57.0,26.3,77.1,39.3,42.1,22.6,54.8
86.8,172.5,41.1,103.1,89.0,103.3,124.0,66.5,41.5,40.5,22.7,30.8,17.8,13.8,59.2,26.0,81.8,39.0,42.9,25.8,56.3
69.4,177.1,37.7,91.4,80.8,93.4,110.7,55.1,37.3,36.6,21.3,27.6,16.4,14.8,60.1,28.1,85.8,40.0,43.5,21.4,57.0
56.9,161.9,37.8,84.0,73.5,86.3,107.4,54.1,34.5,33.7,20.1,29.4,16.3,13.3,52.9,24.0,74.5,38.0,37.3,21.6,53.8
72.8,177.7,39.4,97.4,75.9,94.8,116.1,55.7,38.0,38.0,22.5,30.3,16.7,15.8,58.8,26.4,82.4,43.1,40.9,21.7,56.3
79.3,178.2,42.4,97.9,82.6,96.5,119.3,59.6,37.2,37.4,20.6,31.0,17.8,12.7,66.6,30.8,90.5,36.2,47.2,24.1,57.5
90.4,179.7,39.5,103.4,93.1,107.2,120.7,64.7,42.0,40.4,22.8,29.0,17.3,15.3,61.0,26.8,83.3,42.3,44.9,25.9,55.8
87.3,176.8,40.3,99.8,86.6,104.6,117.5,65.8,43.9,42.4,24.5,32.2,17.9,14.0,59.7,26.7,80.7,43.3,43.0,26.2,56.7
83.2,184.0,41.9,100.0,79.4,98.5,115.8,60.1,41.5,38.5,23.1,31.7,17.4,14.7,65.3,30.5,92.0,41.4,48.0,23.7,59.2
74.1,162.2,39.0,99.0,95.6,98.0,116.2,58.9,38.5,36.7,22.1,31.0,17.2,15.0,54.4,24.9,73.8,38.9,40.6,24.7,57.9
84.5,181.0,40.3,100.1,86.3,101.7,121.4,61.5,39.0,40.2,23.3,30.1,18.1,16.2,62.8,28.5,86.3,42.5,44.0,24.4,59.1
65.5,166.2,41.0,89.9,81.6,90.1,112.2,54.6,36.3,35.0,20.9,29.2,17.6,14.3,53.5,24.3,78.7,38.6,41.7,22.5,55.2
63.0,172.4,38.1,89.1,74.8,90.2,110.3,50.4,34.0,36.8,20.8,28.0,16.1,16.1,60.0,26.6,82.1,43.6,42.6,20.6,55.1
79.3,173.8,43.7,97.7,84.4,99.9,122.9,62.6,41.2,36.4,21.2,30.8,17.6,16.6,61.0,28.5,84.1,39.2,44.1,23.4,55.2
69.0,163.8,40.0,97.4,84.4,95.1,115.4,58.6,36.8,37.1,21.7,29.5,17.0,14.8,53.9,24.0,73.5,39.3,39.2,22.6,55.3
79.5,179.7,39.9,102.9,85.0,99.4,118.5,60.1,39.0,36.5,21.7,29.1,17.3,15.1,61.9,28.5,86.4,40.6,44.6,25.0,57.6
71.7,176.7,38.3,92.3,83.3,96.5,111.2,58.2,37.7,35.3,21.2,28.6,16.8,15.4,59.3,25.8,81.6,39.1,43.4,22.8,56.1
88.1,179.2,43.9,107.6,93.5,103.9,127.6,62.9,41.2,38.7,23.2,32.1,18.3,17.3,61.5,27.4,87.2,39.7,44.2,26.8,59.4
62.0,169.5,37.2,90.5,75.2,88.6,111.4,54.0,34.5,33.6,20.5,28.6,16.7,15.6,61.4,28.2,84.0,36.6,45.4,22.2,56.4
90.8,178.5,42.0,108.4,86.5,102.5,125.0,63.3,41.6,41.1,24.7,34.7,19.0,15.2,63.5,27.4,86.1,43.9,44.8,26.2,57.7
77.6,169.6,38.7,104.3,86.3,99.2,122.1,60.2,39.2,37.6,22.2,31.1,16.8,16.4,56.1,25.5,79.1,41.0,42.5,25.7,56.7
77.9,173.3,41.5,96.9,85.3,98.2,117.9,59.6,40.3,37.9,22.3,30.9,17.9,15.1,64.2,28.8,86.0,42.9,44.6,23.5,57.9
81.5,180.3,42.3,97.7,84.4,100.8,119.9,61.6,40.3,38.2,23.3,30.5,17.1,15.9,64.5,29.3,86.2,37.9,45.3,25.4,55.0
91.4,181.2,42.5,102.9,99.7,105.5,123.5,64.2,39.5,39.6,23.9,31.5,17.5,15.0,61.8,27.7,87.7,42.0,46.5,26.6,55.2
90.7,182.5,40.9,102.9,103.6,106.5,118.0,65.1,40.2,37.3,22.3,29.5,16.7,15.7,63.0,28.3,87.4,42.7,46.1,27.5,56.2
85.1,187.5,43.5,101.5,89.6,100.4,123.9,61.1,39.9,37.8,22.1,32.5,17.9,15.0,63.6,30.0,93.5,40.3,47.3,23.6,56.8
78.8,186.2,41.1,100.2,79.7,95.8,117.4,57.9,38.5,39.6,23.3,30.0,18.1,17.2,64.5,28.9,89.0,46.8,47.1,24.8,56.5
47.6,157.5,36.4,77.5,66.4,81.2,96.6,47.7,32.7,31.5,20.0,24.4,14.5,13.8,51.6,22.8,71.9,37.5,36.5,18.5,56.2
77.3,173.1,41.1,97.5,86.0,99.0,113.6,59.5,41.2,36.6,22.5,30.2,17.5,14.7,59.4,26.5,80.9,39.9,43.7,23.3,55.7
75.7,169.2,38.9,105.5,86.9,97.2,120.4,61.6,38.6,36.3,20.0,29.4,16.3,17.0,56.6,25.5,78.0,40.4,41.6,26.7,54.9
71.5,184.7,39.6,92.8,80.5,94.2,110.6,53.4,38.5,36.3,22.4,27.5,17.5,14.6,63.5,29.7,90.0,41.2,46.4,22.6,54.5
61.0,165.3,36.1,89.3,71.0,89.1,109.2,49.4,36.9,35.4,20.8,28.6,16.7,15.3,57.7,26.0,79.1,39.2,42.3,22.2,55.4
69.3,177.8,38.3,92.2,76.8,93.0,111.5,54.6,35.1,35.1,21.6,32.0,16.2,15.0,65.1,28.8,94.0,35.7,48.6,22.0,55.2
83.4,181.7,40.8,97.4,95.8,105.2,117.7,63.0,40.9,35.7,21.6,28.4,17.2,15.6,63.5,27.7,84.2,40.7,45.6,24.6,55.5
78.7,166.3,42.7,101.6,86.9,96.2,117.7,61.7,41.8,39.1,23.5,31.5,17.6,14.2,56.2,25.6,78.5,39.1,40.0,25.1,55.0
79.1,181.1,39.9,99.1,85.4,96.0,114.2,57.5,38.3,37.5,22.3,29.4,18.0,15.2,63.1,29.2,85.8,42.5,45.7,26.3,57.5
68.6,182.4,41.8,95.4,73.9,92.3,114.3,51.0,37.4,34.8,21.6,30.2,17.7,14.5,61.8,27.8,87.3,45.2,45.2,23.4,54.9
70.1,173.4,37.9,95.1,81.8,92.3,111.7,55.7,36.3,33.7,21.2,28.9,16.9,15.9,60.7,27.9,82.0,40.7,43.7,24.0,55.5
73.4,170.0,40.4,99.2,83.3,95.0,118.8,60.7,41.0,39.1,22.2,32.2,17.8,13.6,59.7,26.7,82.5,38.6,41.1,24.0,56.5
83.6,180.0,39.4,104.5,88.3,100.9,119.7,61.1,38.9,38.2,21.4,30.3,17.2,15.4,58.2,27.3,88.5,41.3,47.5,25.7,56.3
79.0,175.2,42.2,99.1,85.3,100.4,120.5,62.0,39.6,39.8,23.7,30.5,17.5,15.1,57.2,26.8,83.5,42.1,42.0,25.2,55.4
82.8,185.7,41.4,97.8,88.2,98.4,115.8,59.1,38.5,41.0,23.4,30.0,17.8,15.4,62.2,28.1,91.0,41.9,47.2,25.2,57.8
89.3,183.5,41.9,99.3,89.5,105.6,117.0,62.2,41.9,41.2,24.2,29.4,17.3,15.7,62.4,29.0,85.9,45.3,44.2,25.5,57.6
80.9,166.7,41.5,109.2,97.1,99.9,125.3,61.0,39.0,38.8,22.5,29.8,17.0,16.3,57.5,26.4,78.4,39.8,40.0,26.7,55.5
58.9,159.1,38.7,86.3,74.4,89.2,108.2,54.6,35.1,35.0,20.1,27.0,15.7,12.9,56.8,27.0,76.5,36.2,40.9,20.8,55.7
