bodyID,weight_kg,stature_cm,neck_base_girth,chest_girth,waist_girth,hips_buttock_girth,shoulder_girth,thigh_girth,thigh_low_girth,calf_girth,ankle_girth,forearm_girth,wrist_girth,shoulder_length,sleeveoutseam_length,forearm_length,crotchheight_length,waistback_length,thigh_length,chest_depth_length,head_girth
SPRING1427,62.4,169.38,33.97,89.16,78.86,99.5,101.96,56.94,36.75,32.99,19.19,24.93,14.12,15.23,55.04,23.4,81.2,43.74,41.1,22.57,55.97
SPRING1431,101.82,165.81,45.35,124.47,108.8,118.73,115.76,71.79,48.58,40.88,21.84,33.6,19.52,13.74,54.84,21.97,81.32,40.52,36.4,36.09,58.62
SPRING1432,60.78,160.14,37.24,90.7,81.28,95.98,101.79,56.4,39.12,34.04,20.15,25.87,15.33,14.33,52.67,22.63,79.68,40.16,36.2,23.76,54.39
SPRING1433,81.35,163.67,40.38,103.72,90.9,109.21,109.53,64.29,40.93,39.48,20.58,28.86,15.71,13.84,55.66,23.88,75.74,41.48,37.13,28.66,55.53
SPRING1434,59.61,167.82,35.14,91.96,74.92,94.43,101.79,54.33,35.09,30.5,18.2,24.58,14.53,15.03,52.54,22.39,80.44,44.87,37.45,24.25,53.7
SPRING1435,55.4,157.17,33.7,83.05,74.62,91.98,100.22,55.25,37.24,35.3,18.23,25.49,14.41,14.4,52.95,22.83,76.55,38.68,35.33,22.21,54.74
SPRING1436,52.33,157.97,32.7,81.22,69.07,92.06,91.78,54.34,37.16,35.3,18.73,24.42,14.24,13.53,52.48,23.33,77.45,38.12,34.37,21.83,54.42
SPRING1441,76.88,156.21,39.91,107.03,95.05,107.29,110.19,63.53,42.09,37.06,22.52,28.35,16.42,14.52,50.43,21.88,71.13,43.76,34.23,29.06,55.93
SPRING1442,110.93,175.89,47.5,129.4,112.17,121.98,124.41,69.68,44.35,41.48,22.69,29.24,16.75,13.65,59.78,25.18,84.99,46.47,38.25,34.4,56.16
SPRING1448,63.54,166.68,35.72,87.12,74.53,94.25,106.28,58.8,39.7,37.74,20.82,26.3,14.72,14.75,55.6,24.7,84.51,43.35,40.15,22.43,55.2
SPRING1449,71.71,168.61,36.84,93.85,84.83,103.15,103.24,61.99,41.8,35.78,20.72,27.73,15.94,14.11,54.67,23.48,82.54,42.47,38.45,24.61,54.99
SPRING1451,52.28,162.08,34.05,85.6,75.59,92.63,94.34,53.77,34.52,30.36,17.89,24.47,13.42,12.86,54.99,23.6,82.28,43.03,39.03,21.16,54.03
SPRING1452,64.41,152.0,34.5,91.16,81.91,103.29,101.36,60.73,40.21,37.21,20.17,24.96,14.93,13.51,48.82,20.57,68.51,40.1,34.32,24.41,56.0
SPRING1453,45.36,153.71,30.53,79.86,69.31,89.44,89.14,47.24,31.86,31.88,18.02,24.46,14.56,12.86,48.76,21.55,74.99,39.95,36.52,21.9,52.97
SPRING1454,62.45,147.59,37.0,96.76,82.46,104.34,101.24,61.94,42.36,34.28,19.4,26.44,14.74,13.57,47.31,20.51,70.9,35.65,33.75,26.12,53.46
SPRING1456,78.28,160.62,37.63,106.54,100.26,109.32,112.03,63.89,40.54,34.71,18.97,29.89,15.99,14.8,54.03,22.39,77.21,43.81,35.55,28.57,53.26
SPRING1458,60.42,156.31,36.08,87.1,75.26,94.94,99.37,60.26,40.49,34.9,19.84,25.68,15.47,14.87,51.2,22.5,73.07,40.85,34.58,23.51,54.17
SPRING1459,95.14,162.05,39.58,115.62,104.72,123.12,111.4,72.51,47.18,40.46,21.82,28.46,15.95,13.14,53.6,23.37,74.68,39.26,35.93,30.24,53.94
SPRING1460,66.87,162.28,38.52,90.74,76.39,96.84,107.03,60.36,42.29,38.22,21.0,28.08,16.19,14.1,54.17,24.86,79.64,42.16,35.59,22.51,56.58
SPRING1462,64.1,165.91,36.1,89.89,72.68,93.48,101.01,57.36,41.25,38.06,22.22,26.53,15.12,14.84,53.51,24.02,80.16,42.89,36.86,23.7,55.61
SPRING1464,73.3,173.67,35.39,87.45,80.64,104.5,98.99,64.21,45.49,35.46,20.57,26.64,14.55,14.08,58.27,26.35,91.15,41.9,40.77,24.4,55.96
SPRING1467,110.32,170.08,43.14,123.76,108.0,122.52,117.45,80.54,52.59,44.04,22.96,31.87,18.19,13.87,56.43,25.01,82.54,40.6,39.55,34.04,61.08
SPRING1468,71.73,171.99,38.2,89.86,81.36,105.53,105.21,59.44,40.01,35.99,20.33,26.74,14.75,14.94,57.89,24.74,82.74,45.99,37.19,25.23,57.66
SPRING1469,56.37,150.78,34.54,95.95,82.76,94.0,97.74,57.92,35.11,33.37,17.53,25.7,14.43,13.73,49.72,21.28,70.04,35.97,33.81,25.18,55.55
SPRING1470,61.76,177.41,37.57,80.43,75.77,95.1,100.5,55.65,35.77,33.32,18.83,24.0,14.08,13.91,59.44,24.77,86.48,44.62,41.1,21.08,55.6
SPRING1472,53.03,162.69,34.13,79.12,66.82,90.66,95.87,55.42,35.91,34.21,19.76,24.45,14.37,13.64,53.1,22.96,78.05,44.95,36.61,21.54,54.45
SPRING1474,150.04,159.92,52.25,152.18,140.85,151.65,140.59,85.97,56.9,50.1,24.74,31.76,18.55,14.56,52.89,22.48,67.37,41.44,33.58,40.59,58.53
SPRING1475,74.77,172.25,37.19,95.68,87.67,106.44,103.98,63.7,39.21,37.71,20.94,27.54,15.53,15.03,54.91,23.5,81.32,41.27,39.95,25.5,58.63
SPRING1476,69.08,164.95,36.69,96.25,79.41,101.49,103.23,62.75,40.25,37.9,20.22,27.39,15.41,13.86,54.86,23.78,80.7,39.28,36.69,24.53,56.87
SPRING1477,89.87,160.59,45.02,119.77,112.02,114.6,114.73,66.22,39.96,35.37,19.11,27.7,15.07,13.18,53.86,23.8,76.37,41.84,36.12,32.92,55.53
SPRING1492,72.32,164.17,36.68,90.3,89.92,108.72,102.34,61.18,38.78,36.53,19.93,27.69,15.2,15.17,56.65,24.79,78.34,40.33,39.45,25.74,57.26
SPRING1493,80.33,165.45,36.72,99.23,88.37,111.0,105.53,67.17,45.12,39.16,21.18,30.25,16.44,14.22,51.51,23.41,77.14,45.92,36.85,27.05,55.95
SPRING1496,53.76,155.37,34.45,82.64,74.15,95.21,94.13,57.97,34.65,33.64,18.66,23.86,13.75,12.55,50.17,21.92,73.01,39.43,33.35,21.38,52.76
SPRING1506,59.57,169.62,37.79,84.52,74.53,92.13,104.97,54.75,36.46,34.71,19.0,24.28,13.96,15.59,53.64,23.37,80.87,43.25,39.14,20.7,57.25
SPRING1512,75.61,166.7,37.9,102.29,89.52,104.13,103.0,62.87,43.43,40.28,21.05,28.42,15.7,14.38,55.31,23.32,83.76,38.75,37.91,27.47,57.59
SPRING1520,65.91,166.2,35.02,87.42,81.58,101.52,101.43,60.64,40.79,35.93,20.27,26.0,14.49,13.73,54.12,24.08,81.67,41.04,34.87,23.92,55.08
SPRING1523,56.91,167.5,35.23,81.09,70.0,92.96,95.66,56.97,36.75,34.86,18.14,24.57,13.21,14.14,52.02,23.55,82.55,41.95,38.6,20.32,56.58
SPRING1525,73.23,167.45,38.06,95.02,80.63,105.02,104.49,63.61,44.26,38.03,20.32,28.27,15.5,14.11,55.35,23.79,83.72,38.3,35.22,24.61,55.55
SPRING1530,92.78,158.52,38.67,112.3,111.76,123.9,109.81,68.57,44.61,39.6,20.04,26.62,15.42,13.86,52.01,22.28,68.5,40.59,35.67,31.05,56.03
SPRING1532,51.18,158.61,33.92,82.79,69.15,91.12,94.29,52.95,35.62,32.92,19.2,22.73,14.24,11.98,54.54,23.75,77.3,41.31,36.53,19.76,54.7
SPRING1535,86.09,159.06,41.9,115.15,106.76,112.89,116.91,63.31,41.11,36.07,19.29,28.39,16.08,14.14,52.56,23.09,71.99,43.78,35.89,30.73,58.27
SPRING1538,60.06,172.51,34.1,84.04,72.29,95.54,98.89,57.4,36.28,31.79,18.5,24.49,14.43,13.26,57.88,24.73,85.3,44.72,39.06,22.16,53.65
SPRING1540,71.54,170.52,39.49,91.52,84.52,105.48,102.41,59.04,41.39,34.75,20.69,26.84,16.39,14.25,57.15,24.57,84.45,39.4,41.41,24.53,58.09
SPRING1541,72.35,169.5,37.54,98.84,84.0,103.26,105.18,60.83,37.32,34.6,19.41,27.53,15.72,13.1,56.36,23.75,79.82,41.84,36.98,25.75,58.72
SPRING1544,74.36,159.26,40.16,102.24,89.75,103.38,109.47,63.67,39.09,37.65,19.24,27.1,15.58,13.1,50.99,21.34,71.91,41.0,35.61,27.89,57.78
SPRING1548,63.65,158.6,36.88,100.02,80.79,98.89,102.67,56.16,35.28,32.24,18.24,25.51,14.9,13.5,51.49,22.52,73.93,39.94,34.9,25.85,56.24
SPRING1549,57.21,166.97,35.96,83.84,67.03,91.8,95.03,57.5,35.62,34.45,18.39,25.92,15.17,14.37,53.78,21.62,82.26,40.81,39.2,23.07,57.58
SPRING1554,62.1,168.92,34.5,84.34,74.07,96.4,95.5,59.44,40.73,36.11,20.09,25.1,14.28,13.74,54.08,23.54,84.64,43.78,39.67,23.32,56.7
SPRING1556,53.4,160.11,34.35,84.86,71.2,88.86,96.87,54.6,35.61,32.87,18.61,22.7,13.93,14.02,49.79,21.17,78.19,42.88,36.92,22.17,54.0
SPRING1557,80.83,156.16,40.53,103.33,90.33,111.77,109.46,70.71,45.14,39.51,22.71,30.8,16.9,13.45,50.51,22.2,69.43,40.51,35.18,25.99,58.0
SPRING1563,72.71,169.18,36.42,97.53,80.41,106.23,108.16,62.47,40.47,37.68,18.99,27.69,14.83,14.7,54.97,23.91,83.32,42.38,38.21,26.45,55.44
SPRING1565,66.05,159.99,36.58,91.97,75.73,102.44,104.25,65.32,40.86,38.25,20.96,26.52,14.92,14.6,51.02,21.27,77.32,39.66,37.32,24.96,57.39
SPRING1566,66.46,169.19,38.93,97.11,88.81,98.13,105.37,55.15,35.81,33.52,18.8,25.3,14.96,14.21,56.43,23.39,84.84,40.3,40.08,24.83,58.69
SPRING1573,58.83,167.67,35.2,81.71,72.46,95.99,101.02,57.0,36.76,34.48,19.5,26.7,15.09,14.95,55.02,24.02,81.1,41.64,36.16,22.05,54.08
SPRING1575,67.07,161.78,36.79,95.15,84.01,100.6,102.57,61.23,36.25,35.2,19.56,26.09,14.92,14.63,51.91,22.0,74.58,41.72,36.47,26.17,54.43
SPRING1576,70.16,164.56,36.62,94.48,85.25,107.45,98.98,59.71,39.17,37.21,18.5,26.81,14.93,12.62,54.89,23.59,83.4,40.91,37.03,24.95,56.32
SPRING1578,89.1,181.48,40.78,103.77,92.72,111.58,109.34,62.92,41.81,38.57,21.63,28.93,17.21,13.83,59.85,25.28,88.05,46.12,41.71,28.35,57.4
SPRING1591,75.07,166.91,37.2,92.09,82.4,108.68,99.44,67.75,42.96,38.71,21.39,26.9,14.7,12.55,54.96,23.57,77.92,43.73,38.3,24.48,57.51
SPRING1592,65.64,158.55,36.83,92.7,80.73,99.73,98.53,60.98,39.06,35.56,20.79,26.67,15.8,13.43,50.14,21.14,74.68,41.47,33.58,25.41,54.65
SPRING1603,118.92,174.59,48.11,125.3,116.27,120.09,122.32,72.95,50.15,44.83,24.45,32.03,18.59,14.04,60.69,26.64,80.0,49.8,37.72,35.32,58.57
SPRING1604,65.96,159.67,38.54,92.02,81.21,102.74,104.91,62.05,39.23,35.33,19.42,27.22,14.14,14.5,51.68,22.63,73.38,39.07,32.52,23.62,57.12
SPRING1605,61.17,161.93,35.38,95.83,81.93,98.42,101.37,56.33,36.48,32.94,19.24,25.24,13.8,13.66,53.08,22.35,78.66,43.77,36.31,26.54,54.13
SPRING1606,62.39,161.05,37.19,92.42,79.55,97.64,102.33,60.17,38.93,33.57,18.8,25.3,14.41,13.85,49.94,21.72,78.86,40.9,35.72,24.45,55.83
SPRING1607,56.03,161.49,33.46,88.49,70.45,89.28,98.44,53.2,36.59,35.79,19.34,26.15,14.72,13.05,51.65,22.2,75.6,41.78,38.33,22.76,56.37
SPRING1608,77.27,157.87,39.74,111.49,97.74,106.27,103.52,58.28,37.0,35.97,20.42,27.81,16.41,13.18,50.42,21.36,69.11,42.14,36.33,30.29,55.82
SPRING1615,67.75,160.68,37.99,95.76,82.21,103.14,102.53,62.34,40.14,32.59,19.7,26.05,15.05,13.02,51.84,22.32,76.77,39.67,37.77,25.8,55.07
SPRING1616,106.45,172.96,43.92,126.53,110.39,120.55,120.51,69.37,43.36,42.46,23.24,31.61,18.13,14.46,53.55,23.73,77.36,43.27,42.09,34.27,57.86
SPRING1617,73.19,168.17,37.36,107.23,85.89,103.99,108.73,58.39,38.68,36.84,22.12,25.51,16.84,14.69,54.41,23.55,83.48,42.55,38.69,29.79,55.69
SPRING1618,65.82,167.06,35.49,94.0,74.19,101.97,98.28,62.0,39.13,36.8,20.08,25.35,14.69,13.96,53.15,24.44,80.82,39.39,38.11,24.45,57.71
SPRING1619,69.78,163.75,36.42,92.08,82.28,103.95,103.25,63.26,41.76,37.79,20.15,26.44,15.55,14.78,51.87,22.77,81.51,42.31,36.79,24.56,56.71
SPRING1620,99.67,166.12,43.93,118.0,100.66,117.15,118.47,73.28,47.54,42.32,23.92,33.83,18.43,15.04,53.12,22.96,77.68,43.89,36.39,32.7,60.49
SPRING1622,74.94,171.08,37.65,102.24,82.48,102.43,105.43,62.56,43.0,36.98,19.57,28.03,15.82,13.66,55.2,24.12,82.35,43.05,38.41,28.04,58.42
SPRING1623,69.37,173.05,38.99,92.57,78.93,98.72,104.51,57.9,40.64,35.19,19.47,25.39,14.19,13.93,57.13,23.4,83.93,44.21,38.28,25.7,57.14
SPRING1625,64.04,171.59,36.63,91.34,77.22,93.32,107.67,55.36,35.92,37.19,20.48,27.01,15.7,15.05,55.65,24.25,83.65,46.45,37.59,24.36,54.36
SPRING1626,49.62,149.85,33.94,85.43,73.87,90.1,96.04,50.2,32.95,32.0,18.13,23.23,14.12,13.19,51.49,21.87,72.04,35.99,35.13,23.45,51.03
SPRING1627,91.33,170.68,42.3,119.04,96.85,114.53,116.08,64.23,41.71,40.01,21.09,30.19,16.22,15.09,54.87,23.26,81.42,42.71,36.03,33.91,59.28
SPRING1629,61.48,159.03,34.39,81.73,81.2,103.01,97.49,62.71,37.97,36.59,20.01,25.73,13.9,14.19,52.61,23.6,76.77,43.93,34.82,21.53,56.12
SPRING1630,58.49,159.37,34.92,89.62,71.66,97.43,100.22,54.95,37.34,33.28,18.48,23.66,13.72,14.0,51.2,23.07,73.05,45.34,34.68,23.26,58.62
SPRING1631,56.25,155.63,37.2,85.01,73.58,94.29,99.44,56.76,37.34,33.57,18.74,25.88,14.47,13.22,51.29,22.83,74.5,37.19,35.67,21.97,56.46
SPRING1634,63.49,157.78,36.5,93.29,79.07,101.22,100.86,59.51,39.85,35.71,19.91,26.39,14.92,13.1,52.01,23.31,78.51,36.93,37.57,24.5,54.28
SPRING1636,94.89,169.69,37.03,101.95,90.57,123.27,108.84,75.76,49.19,45.05,23.63,30.03,16.54,14.93,55.47,23.95,82.27,43.67,33.46,27.55,57.19
SPRING1638,155.26,170.45,46.31,141.07,125.63,152.37,132.0,98.31,62.28,49.45,26.59,33.75,19.56,16.41,54.03,23.43,76.06,43.8,38.52,39.02,56.53
SPRING1640,102.77,158.15,41.84,122.04,114.67,124.21,113.8,71.36,48.16,45.05,22.53,28.54,15.76,13.7,51.45,22.81,69.04,45.02,34.53,34.3,56.34
SPRING1644,71.2,166.06,37.96,93.32,80.27,102.26,106.94,64.59,41.82,37.93,21.07,27.02,15.36,14.63,56.96,24.66,80.95,41.94,38.01,24.77,54.46
SPRING1646,56.3,161.25,37.39,83.56,68.8,91.71,98.88,56.16,37.74,33.57,17.94,26.56,15.12,12.85,52.36,22.25,75.73,41.07,33.96,21.32,55.27
SPRING1647,83.81,167.08,40.13,100.19,93.56,113.55,109.97,67.38,46.41,39.63,23.17,28.88,17.28,14.74,53.47,23.11,83.59,41.18,36.78,27.03,58.02
SPRING1648,69.58,176.88,36.89,89.16,78.55,103.17,104.37,60.49,36.75,35.23,19.05,26.2,14.93,14.33,59.04,25.23,85.42,43.4,41.1,21.73,57.5
SPRING1649,98.52,150.86,46.16,118.45,116.6,128.03,118.8,73.1,49.56,41.52,21.78,31.66,19.03,15.26,49.64,21.38,62.36,43.54,35.73,31.65,54.69
SPRING1652,55.48,154.79,34.81,86.21,72.88,93.76,98.54,55.25,38.48,32.31,20.03,25.97,15.4,14.69,48.52,20.69,72.17,41.43,35.5,23.63,55.35
SPRING1657,65.73,162.06,36.34,99.21,85.83,96.07,102.34,55.81,36.0,34.7,19.14,25.88,15.13,14.02,54.06,22.94,77.32,43.35,38.19,27.75,57.65
SPRING1658,70.95,154.65,37.47,97.49,85.89,110.9,104.17,65.85,38.38,34.99,20.35,26.48,15.19,14.2,52.64,22.89,75.3,36.53,35.85,26.87,58.82
SPRING1660,58.47,165.57,34.76,86.47,74.25,91.8,99.42,55.06,36.47,34.44,19.98,25.91,14.43,13.9,52.34,22.85,81.71,41.16,40.63,23.33,55.68
SPRING1661,61.09,172.13,36.44,86.91,76.59,94.39,97.18,54.0,38.24,33.84,19.82,22.76,14.08,13.49,55.84,24.41,84.5,47.85,39.46,22.8,58.74
SPRING1663,92.45,155.96,43.47,126.73,116.44,119.2,117.17,61.26,38.73,35.49,21.24,30.1,15.04,12.93,52.38,22.35,66.9,47.95,35.26,36.06,54.79
SPRING1664,50.93,150.35,34.72,77.42,71.97,91.53,96.97,55.69,38.21,34.72,20.16,25.08,14.88,14.4,48.64,20.88,70.57,37.87,33.42,19.86,53.26
SPRING1669,52.88,163.77,32.35,81.34,69.94,90.3,96.7,54.25,36.36,31.81,18.55,24.83,15.25,14.34,54.05,23.47,79.95,45.71,35.07,20.35,52.7
SPRING1671,53.96,161.94,35.2,81.21,71.24,88.86,96.82,55.52,34.2,33.85,18.4,24.72,14.5,14.58,52.99,22.75,79.12,45.02,36.16,21.75,56.88
SPRING1672,69.99,169.66,38.36,93.44,83.0,98.91,107.41,59.36,39.16,36.23,20.43,27.34,15.73,15.68,57.05,24.15,81.36,44.49,41.38,24.85,58.7
SPRING1673,68.45,160.57,38.19,95.23,81.88,99.05,103.73,60.98,43.27,36.83,20.44,28.16,15.26,13.55,50.12,22.25,73.34,42.4,34.39,25.68,54.07
SPRING1675,59.18,156.39,36.96,91.01,75.52,99.64,101.71,59.59,37.55,32.79,17.28,24.08,14.03,15.24,51.13,22.35,73.99,36.54,33.18,23.87,55.15
SPRING1679,66.79,168.01,34.99,83.66,78.94,101.41,102.0,59.44,41.63,38.04,20.52,15.67,14.27,15.4,55.57,23.72,81.95,44.01,37.39,21.87,54.07
SPRING1680,58.69,160.25,36.67,86.81,74.87,93.15,101.77,55.81,35.84,33.65,19.01,25.47,14.2,14.29,51.57,22.98,74.17,42.66,33.34,22.85,56.96
SPRING1683,80.29,153.53,42.08,112.88,102.01,110.47,109.83,66.56,41.17,37.95,20.76,28.63,15.58,12.95,50.39,20.98,67.76,41.82,32.53,29.54,53.5
SPRING1685,56.45,165.06,35.38,82.71,72.99,92.71,99.87,54.0,36.22,35.18,19.62,24.39,14.35,14.11,51.07,22.47,76.53,44.69,36.32,22.35,54.54
SPRING1686,70.44,174.79,37.33,87.03,82.0,104.48,99.42,61.88,39.62,35.99,20.24,24.82,14.64,13.72,56.15,24.66,85.94,46.56,42.17,23.5,57.41
SPRING1689,56.25,166.69,34.54,82.44,71.78,93.98,99.34,53.27,36.47,32.1,21.19,23.71,14.65,15.68,51.75,23.0,80.88,40.54,36.8,21.54,55.95
SPRING1691,64.16,164.07,35.81,91.1,78.97,97.12,98.08,57.59,40.51,36.56,20.86,25.58,15.8,13.35,51.57,23.52,80.43,43.65,37.32,23.64,54.49
SPRING1696,48.54,168.02,35.2,75.78,63.19,82.93,94.02,48.22,32.03,32.79,18.49,23.66,13.86,15.63,52.08,22.19,81.2,45.92,38.3,21.52,55.7
SPRING1700,66.63,171.5,35.89,92.71,80.86,98.37,106.72,60.06,37.93,36.37,20.34,25.35,14.38,15.99,55.46,25.31,85.53,44.9,38.34,25.07,57.97
SPRING1703,82.86,153.53,41.01,110.47,101.04,112.06,113.24,64.54,42.6,37.77,19.98,29.04,16.47,13.88,49.14,21.0,69.89,40.57,32.8,30.02,55.37
SPRING1705,81.07,161.17,38.5,101.24,91.71,109.71,108.44,71.07,45.84,41.23,21.67,28.22,16.2,14.59,52.25,22.25,77.9,41.27,37.23,27.36,57.52
SPRING1706,71.19,161.63,36.65,94.11,80.28,101.17,104.91,64.97,43.18,40.47,21.38,27.26,15.28,14.78,52.83,22.15,76.73,38.48,37.03,24.31,56.17
SPRING1708,62.06,162.17,34.44,86.0,76.24,96.18,99.69,57.68,40.33,35.56,20.16,26.22,15.59,14.5,52.37,22.32,77.07,45.58,36.38,23.36,54.36
SPRING1709,66.0,161.69,37.07,102.04,80.66,96.94,108.54,56.02,36.7,35.13,19.71,25.66,14.92,14.12,55.51,23.41,80.51,41.43,36.76,27.41,53.53
SPRING1711,70.53,162.58,37.81,94.94,81.42,102.17,107.75,63.52,43.43,39.03,22.08,28.1,15.63,14.03,53.16,23.6,79.65,41.41,35.15,23.53,56.22
SPRING1713,84.64,167.7,39.14,102.06,91.54,113.26,112.11,66.93,46.44,38.64,21.59,29.15,16.49,15.27,55.33,23.92,81.35,45.85,38.58,27.93,56.95
SPRING1716,60.5,154.19,35.21,88.32,81.8,96.55,98.16,52.95,40.72,39.13,21.88,25.92,15.03,13.99,53.76,23.79,75.4,41.7,37.14,23.47,56.32
SPRING1718,61.92,150.77,35.59,89.14,81.33,98.74,100.35,60.16,43.27,37.32,17.43,25.49,14.37,12.82,49.99,21.07,71.12,36.86,33.49,24.01,56.78
SPRING1719,73.96,163.25,37.28,95.42,76.22,109.38,102.27,69.08,44.35,38.71,21.15,25.71,14.91,13.12,52.34,24.41,76.33,40.35,35.6,25.81,59.6
SPRING1721,95.8,156.43,43.16,122.4,110.64,126.11,116.37,72.01,43.82,40.15,21.69,29.53,17.41,13.18,52.28,22.35,72.4,37.66,37.22,34.0,56.1
SPRING1722,58.57,151.85,36.22,94.03,80.08,94.51,99.37,55.98,36.39,32.17,20.23,24.88,14.69,13.69,48.99,21.02,74.17,38.77,37.76,26.28,57.4
SPRING1723,104.66,170.52,41.93,122.86,103.2,124.67,116.89,73.58,46.48,41.77,23.43,30.48,18.01,14.99,59.14,24.87,80.82,40.45,40.51,33.65,55.83
SPRING1724,72.51,174.78,37.58,92.9,79.22,103.32,104.22,62.49,42.15,38.61,21.24,26.25,15.52,13.76,58.85,26.99,85.07,43.37,40.07,22.82,56.81
SPRING1725,56.7,156.58,35.21,87.73,74.17,92.81,96.34,55.72,38.37,35.72,20.09,24.76,14.26,12.39,50.01,23.74,75.68,43.13,36.24,22.67,57.25
SPRING1726,99.39,169.15,41.34,120.87,107.44,122.79,119.5,70.51,41.57,39.44,20.78,29.48,16.93,14.69,60.41,27.38,79.92,41.34,41.05,32.71,60.64
SPRING1727,73.93,159.9,37.18,106.43,91.08,108.02,104.92,63.2,40.31,35.17,21.32,27.22,15.04,14.22,52.42,22.7,74.85,40.78,35.87,28.86,55.42
SPRING1728,76.98,175.86,39.82,98.75,92.42,104.71,104.81,62.44,37.86,37.04,20.35,27.56,16.25,14.68,58.38,24.92,87.75,44.28,41.47,26.16,57.83
SPRING1729,75.43,165.61,37.99,106.7,92.1,106.05,107.4,59.61,39.93,37.65,21.09,27.08,15.95,14.69,54.63,24.48,80.97,41.53,36.13,29.3,54.83
SPRING1730,61.64,164.24,35.92,90.07,81.31,99.03,98.58,55.76,34.16,31.98,19.06,26.13,15.04,12.67,53.96,22.44,78.53,40.34,39.28,25.67,57.12
SPRING1731,57.56,165.13,35.0,84.93,73.47,92.86,98.53,57.22,36.05,34.92,18.97,25.33,14.77,13.8,51.9,23.03,80.01,47.02,36.97,22.36,56.66
SPRING1732,59.0,171.35,33.55,83.55,67.48,93.94,101.71,56.96,36.94,34.99,20.89,25.19,15.28,16.26,55.44,23.73,84.38,45.67,39.93,21.51,55.64
SPRING1733,120.73,165.64,46.8,123.01,117.62,140.72,122.54,79.66,51.02,45.34,24.03,32.7,19.31,14.2,54.54,23.49,76.74,41.4,36.86,33.62,57.47
SPRING1734,71.11,172.59,38.5,87.59,78.65,99.69,106.57,58.73,41.06,35.96,21.45,23.11,14.85,15.43,56.88,23.37,82.6,44.56,38.58,22.24,55.84
SPRING1736,65.5,168.45,38.2,91.96,76.44,96.4,101.12,57.12,39.17,35.36,19.73,25.38,14.84,13.9,56.23,25.4,80.99,41.52,39.03,25.29,56.72
SPRING1738,94.35,176.17,40.88,103.44,94.32,110.59,112.03,69.29,49.02,44.35,23.69,29.06,16.52,14.61,56.68,24.91,87.38,44.73,36.09,29.06,57.63
SPRING1739,73.1,166.52,39.43,94.58,86.16,103.64,101.56,63.06,43.8,37.65,20.26,28.36,16.24,13.42,54.24,24.92,83.36,40.9,39.86,24.82,53.99
SPRING1741,77.18,162.3,39.41,104.76,93.67,106.36,107.05,61.66,40.39,37.43,20.23,26.86,15.69,13.43,55.13,26.49,81.05,42.79,36.77,27.84,57.29
SPRING1742,83.69,162.76,37.9,102.09,92.16,115.17,106.47,68.89,45.08,37.23,20.72,26.86,16.9,13.89,52.11,24.34,73.34,42.55,36.29,27.22,55.67
SPRING1743,52.79,154.9,35.37,85.24,69.04,88.51,97.41,53.03,35.74,33.04,19.35,23.22,14.77,12.97,49.53,22.04,76.47,40.16,36.93,23.72,55.88
SPRING1746,108.0,174.48,42.16,119.33,105.19,125.15,112.64,76.27,47.89,42.09,23.7,29.84,17.56,13.52,58.0,25.48,82.39,46.88,38.59,33.4,59.7
SPRING1748,57.31,157.6,34.88,92.63,78.07,93.09,97.81,55.8,36.72,33.9,19.61,23.86,14.77,14.01,51.36,23.63,77.65,37.89,40.23,24.61,54.94
SPRING1749,97.88,160.24,41.94,120.0,106.58,118.18,116.54,74.56,48.35,38.37,22.31,30.7,16.87,14.31,54.96,24.91,73.81,43.3,36.28,34.54,57.74
SPRING1750,83.19,155.46,39.57,105.59,90.55,111.86,110.29,74.54,47.95,41.45,21.63,30.17,16.35,14.91,52.24,23.95,73.75,38.51,36.21,29.28,56.6
SPRING1751,64.13,161.32,37.05,92.13,76.94,97.59,99.73,61.24,38.41,36.54,21.08,25.04,14.99,13.22,51.88,23.77,76.88,42.69,34.92,23.95,55.69
SPRING1752,84.24,165.19,38.65,102.68,93.54,115.26,109.21,67.51,40.86,39.48,21.78,26.93,16.32,14.36,54.53,24.03,79.45,42.63,39.77,28.04,55.3
SPRING1753,92.63,163.2,41.48,108.49,102.61,117.47,113.06,71.2,45.11,43.83,23.93,29.81,17.76,14.14,53.68,25.69,77.52,45.72,37.2,28.77,57.92
SPRING1754,90.13,170.48,38.02,101.24,86.97,120.21,100.62,70.42,48.11,40.25,21.27,27.52,15.73,12.08,57.14,24.26,82.9,43.13,36.9,27.36,55.58
SPRING1755,62.87,165.55,36.19,91.35,75.35,95.82,97.01,59.46,38.59,35.31,20.94,24.51,14.39,12.87,55.21,25.8,84.11,40.97,40.47,24.73,54.9
SPRING1757,77.83,157.44,40.25,101.18,92.44,107.35,105.66,67.44,45.65,39.52,22.55,28.68,16.99,13.33,54.09,22.91,77.47,38.59,34.25,28.52,54.66
SPRING1758,70.77,162.74,37.52,96.22,83.37,103.92,101.93,60.83,40.76,36.41,20.5,27.02,15.56,13.51,54.16,24.1,79.37,42.57,35.81,26.5,58.2
SPRING1760,57.42,158.15,33.62,80.65,75.41,93.75,96.34,56.73,40.36,37.03,20.29,25.27,15.02,13.66,51.18,23.46,76.43,40.9,33.72,20.99,54.46
SPRING1762,58.32,162.83,34.78,82.06,74.35,94.53,99.02,59.2,38.57,33.43,19.2,25.32,14.44,13.98,55.17,25.53,79.67,41.32,36.33,21.08,55.29
